"approval_type","1","single",,
"approval_type","2","series",,
"approval_type","3","parallel",,
"approval_type_1",">","More than 10%","10",
"approval_type_1",">","More than 25%","25",
"approval_type_2",">","More than Rs 1\,00\,000","100000",
"approval_type_2",">","More than Rs 7\,00\,000","700000",
"approval_type_2","between","Between Rs 5\,00\,000 & Rs 7\,00\,000","500000","700000"
"approver","1","Finance Controller","y",
"approver","15","Samwell Tarly","n",
"approver","2","Finance Head","y",
"approver","3","AP Processor","n",
"approver","33","Assistent","justin@13reasons.com",
"approver","35","Asistent Manager","hannah.bekar@13reasons.com",
"approver","36","Asistent Manager","hannah.bekar@13reasons.com",
"approver","37","Developer","missandai@got.com",
"approver","38","Developer","missandai@got.com",
"approver","39","Quality Head","lily@himym.com",
"approver","40","Assitent","ted@himym.com",
"approver","41","HR Head","cley@13reasons.com",
"approver","42","Developer","missandai@got.com",
"approver","43","Sales Person","sandor@got.com",
"approver","44","Asistent Manager","hannah.bekar@13reasons.com",
"approver","45","Developer","missandai@got.com",
"approver_level","1","First Level",,
"approver_level","2","Second Level",,
"assignment_criteria","default_assignment","Default",,
"assignment_criteria","document_type","Document Type","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?document_type=invoice"
"assignment_criteria","invoice_type","Invoice type","string","https://5ud4f0kv53.execute-api.eu-central-1.amazonaws.com/einvoice-v1/dropdown?drop_key=invoice_type"
"assignment_criteria","invoice_value","Invoice Value","number","https://5ud4f0kv53.execute-api.eu-central-1.amazonaws.com/einvoice-v1/dropdown?drop_key=rule_op"
"assignment_criteria","jurisdiction_code","Jurisdiction Code","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=0"
"assignment_criteria","supplier_type","Supplier Type","string","https://5ud4f0kv53.execute-api.eu-central-1.amazonaws.com/einvoice-v1/dropdown?drop_key=supplier_type"
"assignment_criteria","vendor_no","Vendor","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/vendor"
"cost_centre_type","=","Customer Servie",,
"cost_centre_type","=","Direct Procurement",,
"cost_centre_type","=","Indirect Procurement",,
"cost_centre_type","=","Marketing",,
"cost_centre_type","=","Sales",,
"country","gulf","Saudi",,
"country","india","India",,
"country","kuwait","Kuwait",,
"country","uae","UAE",,
"country","usa","USA",,
"default-master-detail","company_code","1000",,
"default-master-detail","cost_center","1000",,
"default-master-detail","country","India",,
"default-master-detail","currency","EUR",,
"default-master-detail","date_range","30",,
"default-master-detail","document_type","RE","Invoice",
"default-master-detail","gl_account_header","101000",,
"default-master-detail","gl_account_item","0",,
"default-master-detail","payment_method","0",,
"default-master-detail","payment_terms","15",,
"default-master-detail","plant","1000",,
"default-master-detail","supplier_id","100564",,
"default-master-detail","tax_per","18",,
"default-master-detail","tds_per","TDS -  0%",,
"default-master-detail","tolerance_per","5",,
"document_status","deleted","Deleted",,
"document_status","draft","Draft",,
"document_status","inapproval","In Approval",,
"document_status","new","New",,
"document_status","rejected","Rejected",,
"document_status","tosap","To SAP",,
"document_type","KG","Credit Memo",,
"document_type","RE","Invoice",,
"document_type","SU","Debit Memo",,
"elipo_ocr","paper-ai","OCR 2",,
"elipo_ocr","textract","OCR 1",,
"fiscal_year","2018","2018",,
"fiscal_year","2019","2019",,
"fiscal_year","2020","2020",,
"fiscal_year","2021","2021",,
"fiscal_year","2022","2022",,
"fiscal_year","2023","2023",,
"fiscal_year","2024","2024",,
"fiscal_year","2025","2025",,
"fiscal_year","2026","2026",,
"group","1","Finance Controller",,
"group","12","Quality Control",,
"group","164","Purchasing",,
"group","165","CFO",,
"group","166","Default",,
"group","168","Hospitality Service",,
"group","2","Finance Head",,
"group","231","Shared Service User",,
"group","233","Operation manager",,
"group","234","Business Head",,
"group","235","Super Admin",,
"group","240","Approver_Test",,
"group","246","Kuwait",,
"group","247","Section manager",,
"group","248","UAE Business Unit",,
"group","249","X-cite Business Unit",,
"group","250","Retail Business Unit",,
"group","251","Heda Plywood_ Validator",,
"group","252","Heda Plywood_ Approver",,
"group","3","AP Processor",,
"https://7firau5x7b.execute-api.eu-central-1.a","date_range","Date Range",,
"invoice_type","asset","Asset",,
"invoice_type","material","Material",,
"invoice_type","service","Service",,
"linked_to","1","Sales",,
"linked_to","2","Marketing",,
"linked_to","3","Customer Servie",,
"master","1","Company Code",,
"master","10","Internal Order",,
"master","11","Item Category",,
"master","12","Currency",,
"master","2","G / L Account",,
"master","3","Cost Center",,
"master","4","Vendor Master",,
"master","6","Units Of Measure",,
"master","7","Plant",,
"master","8","Material Master",,
"master","a","Default Master",,
"master","aa","Tax Code",,
"master","ab","Department Master",,
"master","abc","Department Budget",,
"master","jurisdiction","Jurisdiction Code",,
"material_gst_per","00","0%",,
"material_gst_per","05","5%",,
"material_gst_per","12","12%",,
"material_gst_per","18","18%",,
"material_gst_per","28","28%",,
"not_approved_within","1","1",,
"not_approved_within","2","2",,
"not_approved_within","3","3",,
"not_approved_within","7","7",,
"ocr-autoschedule-rate","rate(1 hour)","1 Hr",,
"ocr-autoschedule-rate","rate(2 hours)","2 Hr",,
"ocr-labels","header-gstin","GST  Number",,
"ocr-labels","header-invoice_date","Invoice Date",,
"ocr-labels","header-invoice_no","User Invoice Number",,
"ocr-labels","header-pan","PAN Number",,
"ocr-labels","header-po_no","Purchase Order Number",,
"ocr-labels","lineitem-amount","Amount in Line Item",,
"ocr-labels","lineitem-material","Item Description",,
"ocr-labels","lineitem-quantity","Iteml Quantity",,
"ocr-labels","lineitem-rate","Rate per Item",,
"operators","!=","Not equal",,
"operators","<","Less than",,
"operators","<=","less than equal",,
"operators","=","is",,
"operators",">","greater than",,
"operators",">=","greater than equal",,
"operators","between","Between",,
"operators","like","Like",,
"order_discount",">","More than 10%","10",
"order_discount",">","More than 25%","25",
"paper_ai_postprocessor","fifth","Fifth",,
"paper_ai_postprocessor","ninth","Ninth",,
"paper_ai_postprocessor","sixth","Sixth",,
"payment_method","Bank","Bank",,
"payment_method","Cash","Cash",,
"payment_method","Credit Card","Credit Card",,
"payment_method","Debit Card","Debit Card",,
"payment_method","UPI","UPI",,
"payment_status","paid","Paid",,
"payment_status","unpaid","Unpaid",,
"payment_term","0","On the day invoice raised",,
"payment_term","15","15 Days",,
"payment_term","30","30 Days",,
"payment_term","45","45 Days",,
"payment_term","60","60 Days",,
"po_type","y","NPO",,
"reports-aging","company_code","Company Code",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=1"
"reports-aging","interval","Interval",,
"reports-aging","vendor_no","Vendor",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/vendor"
"reports-dia","amount","Amount",,
"reports-dia","company_code","Company Code",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=1"
"reports-dia","document_type","Document Type",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?document_type=invoice"
"reports-dia","due_date","Due Date","date",
"reports-dia","entry_date","Entry Date","date",
"reports-dia","invoice_date","Invoice Date","date",
"reports-dia","invoice_no","Invoice Number",,
"reports-dia","in_status","Document Status",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?in_status=new"
"reports-dia","payment_terms","Payment Terms",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?payment_terms=new"
"reports-dia","ref_po_num","Reference PO",,
"reports-dia","vendor_no","Vendor Name",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/vendor"
"reports-key-analytic","company_code","Company Code",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=1"
"reports-key-analytic","entry_date","Date Range","date",
"reports-liability","amount","Amount",,
"reports-liability","company_code","Company Code",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=1"
"reports-liability","vendor_no","Vendor Number",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/vendor"
"reports-productivity","fs_name","User Name",,
"rule","bcc","Based on Cost Centre",,
"rule","bod","Based on Order Discount",,
"rule","btiv","Based on Total Invoice Value",,
"rule-decider-fields","amount","Amount","number","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=12"
"rule-decider-fields","cost_center","Cost Center","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=3"
"rule-decider-fields","default","Default",,
"rule-decider-fields","department_id","Department","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?department=department"
"rule-decider-fields","document_type","Document Type","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?document_type=invoice"
"rule-decider-fields","item_category","Item Category","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=11"
"rule-decider-fields","jurisdiction_code","Jurisdiction Code","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=0"
"rule-decider-fields","npo","PO Type","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?po_type=npo"
"rule-decider-fields","vendor_no","Vendor","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/vendor"
"rule_op","<","Less Than",,
"rule_op","=","Equal To",,
"rule_op",">","More Than",,
"rule_op","between","In Between",,
"rule_statuses","approval-reject","Notification for Rejected Invoice",,
"rule_statuses","approval-tosap","Notification for submission to ERP post approval",,
"rule_statuses","draft-approval","Notification for approval for manually created invoices",,
"rule_statuses","new-approval","Notification for approval for invoices coming from new status",,
"rule_statuses","noti-invoice-paid","Notification for invoice paid",,
"rule_statuses","noti-payment-due","Notification for payment due",,
"rule_statuses","npo-create-toerp","Notificaton for NPO invoices submitted to ERP without approval",,
"rule_statuses","referred","Notification for Referred invoices",,
